148	Xe	4.30E-08	147958130	210
148	Cs	1.54E-04	147949225.1	617.89
148	Ba	4.80E-02	147938170.6	67.718
148	La	9.86E-01	147932679.4	20.9
148	Ce	2.35E+00	147924424.2	12.019
148	Pr	5.41E-01	147922130.1	16.154
148	Nd	1.33E-02	147916899.3	2.594
149	Ba	4.04E-03	148943080	210
149	La	2.34E-01	148935351.3	214.99
149	Ce	1.50E+00	148928426.9	11
149	Pr	9.29E-01	148923736.1	10.6
149	Nd	5.80E-02	148920154.8	2.595
149	Pm	2.86E-04	148918342.3	2.698
149	Sm	1.20E-07	148917192.1	1.839
150	Cs	1.15E-07	149958330	320
150	Ba	3.27E-04	149946050	320
150	La	5.51E-02	149939470	210
150	Ce	9.41E-01	149930384	12.556
150	Pr	1.30E+00	149926676.5	9.679
150	Nd	1.45E-01	149920902.2	1.821
150	Pm	1.92E-03	149920990.9	21.546
150	Sm	4.19E-06	149917282.9	1.809
151	La	6.14E-03	150942320	210
151	Ce	2.92E-01	150934272.2	19
151	Pr	1.07E+00	150928309.3	12.51
151	Nd	5.60E-01	150923840.3	1.823
151	Pm	2.15E-02	150921217.5	5.132
151	Sm	8.56E-05	150919939.8	1.807
151	Eu	1.89E-08	150919857.8	1.843
152	Ba	3.77E-07	151954810	430
152	La	5.59E-04	151946820	320
152	Ce	7.45E-02	151936600	210
152	Pr	6.96E-01	151931552.9	19.9
152	Nd	8.28E-01	151924692.2	26.312
152	Pm-m	6.06E-02	151923660.3	10
152	Pm	6.06E-02	151923506.2	27.842
152	Sm	1.32E-03	151919739.7	1.759
152	Eu	0.00E+00	151921752.2	1.843
153	La	2.59E-05	152950360	320
153	Ce	1.02E-02	152940930	210
153	Pr	2.61E-01	152933903.5	12.755
153	Nd	7.99E-01	152927718	2.949
153	Pm	2.17E-01	152924156.7	9.74
153	Sm	6.56E-03	152922104.7	1.765
153	Eu	1.38E-05	152921238	1.846
153	Gd	2.35E-09	152921758	1.751
154	La	6.18E-07	153955170	430
154	Ce	7.33E-04	153943800	320
154	Pr	5.33E-02	153937525.7	162.792
154	Nd	4.19E-01	153929484.9	122.378
154	Pm-m	2.55E-01	153926601.8	10
154	Pm	2.98E-01	153926471.5	48.05
154	Sm	4.19E-02	153922216.9	1.964
154	Eu	2.58E-04	153922987	1.857
155	Ce	5.40E-05	154948550	430
155	Pr	1.15E-02	154940509.3	18.462
155	Nd	2.43E-01	154933135.7	9.826
155	Pm	4.40E-01	154928137	5.065
155	Sm	9.59E-02	154924647.7	1.985
155	Eu	1.72E-03	154922901.1	1.902
155	Gd	2.68E-06	154922630.5	1.742
155	Tb	2.43E-10	154923510.5	10.629
156	Ce	2.93E-06	155951830	430
156	Pr	1.82E-03	155944640	320
156	Nd	1.05E-01	155935078.9	214.744
156	Pm	4.58E-01	155931117.5	3.898
